Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-17,2,0,0,2,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-03-17,210,4,4,202,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-03-17,1,0,0,1,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-03-17,78,0,8,70,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-03-17,29,0,3,26,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-03-17,7,0,0,7,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-03-17,94,0,8,86,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-03-17,31,1,0,30,Western Pacific
,Austria,47.5162,14.5501,2020-03-17,1332,3,1,1328,Europe
,Azerbaijan,40.1431,47.5769,2020-03-17,28,1,6,21,Europe
,Bahamas,25.025885,-78.035889,2020-03-17,1,0,0,1,Americas
,Bahrain,26.0275,50.55,2020-03-17,228,1,81,146,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020-03-17,10,0,3,7,South-East Asia
,Barbados,13.1939,-59.5432,2020-03-17,2,0,0,2,Americas
,Belarus,53.7098,27.9534,2020-03-17,36,0,3,33,Europe
,Belgium,50.8333,4.469936,2020-03-17,1243,10,1,1232,Europe
,Benin,9.3077,2.3158,2020-03-17,1,0,0,1,Africa
,Bhutan,27.5142,90.4336,2020-03-17,1,0,0,1,South-East Asia
,Bolivia,-16.2902,-63.5887,2020-03-17,11,0,0,11,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-17,26,0,2,24,Europe
,Brazil,-14.235,-51.9253,2020-03-17,321,1,2,318,Americas
,Brunei,4.5353,114.7277,2020-03-17,56,0,0,56,Western Pacific
,Bulgaria,42.7339,25.4858,2020-03-17,67,2,0,65,Europe
,Burkina Faso,12.2383,-1.5616,2020-03-17,15,0,0,15,Africa
,Cabo Verde,16.5388,-23.0418,2020-03-17,0,0,0,0,Africa
,Cambodia,11.55,104.9167,2020-03-17,33,0,1,32,Western Pacific
,Cameroon,3.8480000000000003,11.5021,2020-03-17,10,0,0,10,Africa
Alberta,Canada,53.9333,-116.5765,2020-03-17,74,0,0,74,Americas
British Columbia,Canada,53.7267,-127.6476,2020-03-17,103,4,0,99,Americas
Manitoba,Canada,53.7609,-98.8139,2020-03-17,8,0,0,8,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-03-17,8,0,0,8,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-17,3,0,0,3,Americas
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-17,7,0,0,7,Americas
Ontario,Canada,51.2538,-85.3232,2020-03-17,185,1,0,184,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-03-17,1,0,0,1,Americas
Quebec,Canada,52.9399,-73.5491,2020-03-17,74,0,0,74,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-03-17,7,0,0,7,Americas
,Central African Republic,6.6111,20.9394,2020-03-17,1,0,0,1,Africa
,Chad,15.4542,18.7322,2020-03-17,0,0,0,0,Africa
,Chile,-35.6751,-71.543,2020-03-17,228,0,0,228,Americas
Anhui,China,31.8257,117.2264,2020-03-17,990,6,984,0,Western Pacific
Beijing,China,40.1824,116.4142,2020-03-17,456,8,369,79,Western Pacific
Chongqing,China,30.0572,107.874,2020-03-17,576,6,570,0,Western Pacific
Fujian,China,26.0789,117.9874,2020-03-17,296,1,295,0,Western Pacific
Gansu,China,35.7518,104.2861,2020-03-17,133,2,91,40,Western Pacific
Guangdong,China,23.3417,113.4244,2020-03-17,1364,8,1307,49,Western Pacific
Guangxi,China,23.8298,108.7881,2020-03-17,253,2,248,3,Western Pacific
Guizhou,China,26.8154,106.8748,2020-03-17,147,2,144,1,Western Pacific
Hainan,China,19.1959,109.7453,2020-03-17,168,6,161,1,Western Pacific
Hebei,China,39.549,116.1306,2020-03-17,318,6,0,312,Western Pacific
Heilongjiang,China,47.861999999999995,127.7615,2020-03-17,482,13,456,13,Western Pacific
Henan,China,37.8957,114.9042,2020-03-17,1273,22,0,1251,Western Pacific
Hong Kong,China,22.3,114.2,2020-03-17,162,4,88,70,Western Pacific
Hubei,China,30.9756,112.2707,2020-03-17,67799,3111,56003,8685,Western Pacific
Hunan,China,27.6104,111.7088,2020-03-17,1018,4,1014,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-03-17,75,1,73,1,Western Pacific
Jiangsu,China,32.9711,119.455,2020-03-17,631,0,631,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020-03-17,935,1,934,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-03-17,93,1,92,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020-03-17,125,1,120,4,Western Pacific
Macau,China,22.1667,113.55,2020-03-17,12,0,10,2,Western Pacific
Ningxia,China,37.2692,106.1655,2020-03-17,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-03-17,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-03-17,246,3,236,7,Western Pacific
Shandong,China,36.3427,118.1498,2020-03-17,761,7,746,8,Western Pacific
Shanghai,China,31.201999999999998,121.4491,2020-03-17,358,3,325,30,Western Pacific
Shanxi,China,37.5777,112.2922,2020-03-17,133,0,133,0,Western Pacific
Sichuan,China,30.6171,102.7103,2020-03-17,540,3,520,17,Western Pacific
Tianjin,China,39.3054,117.323,2020-03-17,136,3,133,0,Western Pacific
Tibet,China,31.6927,88.0924,2020-03-17,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-03-17,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.48700000000001,2020-03-17,176,2,172,2,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-03-17,1232,1,1216,15,Western Pacific
,Colombia,4.5709,-74.2973,2020-03-17,75,0,1,74,Americas
,Congo (Brazzaville),-0.228,15.8277,2020-03-17,1,0,0,1,Africa
,Congo (Kinshasa),-4.0383,21.7587,2020-03-17,3,0,0,3,Africa
,Costa Rica,9.7489,-83.7534,2020-03-17,41,0,0,41,Americas
,Cote d'Ivoire,7.54,-5.5471,2020-03-17,5,0,1,4,Africa
,Croatia,45.1,15.2,2020-03-17,65,0,4,61,Europe
,Cuba,21.521757,-77.78116700000002,2020-03-17,5,0,0,5,Americas
,Cyprus,35.1264,33.4299,2020-03-17,46,0,0,46,Europe
,Czechia,49.8175,15.472999999999999,2020-03-17,396,0,3,393,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-17,47,0,0,47,Europe
Greenland,Greenland,71.7069,-42.6043,2020-03-17,1,0,0,1,Europe
,Denmark,56.2639,9.5018,2020-03-17,977,4,1,972,Europe
,Djibouti,11.8251,42.5903,2020-03-17,0,0,0,0,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2020-03-17,21,1,0,20,Americas
,Ecuador,-1.8312,-78.1834,2020-03-17,58,2,0,56,Americas
,Egypt,26.820553000000004,30.802497999999996,2020-03-17,196,4,32,160,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020-03-17,0,0,0,0,Americas
,Equatorial Guinea,1.6508,10.2679,2020-03-17,1,0,0,1,Africa
,Eritrea,15.1794,39.7823,2020-03-17,0,0,0,0,Africa
,Estonia,58.5953,25.0136,2020-03-17,225,0,1,224,Europe
,Eswatini,-26.5225,31.4659,2020-03-17,1,0,0,1,Africa
,Ethiopia,9.145,40.4897,2020-03-17,5,0,0,5,Africa
,Fiji,-17.7134,178.065,2020-03-17,0,0,0,0,Western Pacific
,Finland,61.92411,25.748151,2020-03-17,321,0,10,311,Europe
French Guiana,France,3.9339,-53.1258,2020-03-17,11,0,0,11,Europe
French Polynesia,France,-17.6797,149.4068,2020-03-17,3,0,0,3,Europe
Guadeloupe,France,16.265,-61.551,2020-03-17,18,0,0,18,Europe
Mayotte,France,-12.8275,45.166244,2020-03-17,1,0,0,1,Europe
New Caledonia,France,-20.904304999999997,165.618042,2020-03-17,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,2020-03-17,9,0,0,9,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-03-17,3,0,0,3,Europe
St Martin,France,18.0708,-63.0501,2020-03-17,2,0,0,2,Europe
Martinique,France,14.6415,-61.0242,2020-03-17,16,1,0,15,Europe
,France,46.2276,2.2137,2020-03-17,7652,148,12,7492,Europe
,Gabon,-0.8037,11.6094,2020-03-17,1,0,0,1,Africa
,Gambia,13.4432,-15.3101,2020-03-17,1,0,0,1,Africa
,Georgia,42.3154,43.3569,2020-03-17,34,0,1,33,Europe
,Germany,51.165690999999995,10.451526,2020-03-17,9257,24,67,9166,Europe
,Ghana,7.9465,-1.0232,2020-03-17,7,0,0,7,Africa
,Greece,39.0742,21.8243,2020-03-17,387,5,8,374,Europe
,Guatemala,15.7835,-90.2308,2020-03-17,6,1,0,5,Americas
,Guinea,9.9456,-9.6966,2020-03-17,1,0,0,1,Africa
,Guyana,4.860416000000002,-58.93018000000001,2020-03-17,7,1,0,6,Americas
,Haiti,18.9712,-72.2852,2020-03-17,0,0,0,0,Americas
,Holy See,41.9029,12.4534,2020-03-17,1,0,0,1,Europe
,Honduras,15.2,-86.2419,2020-03-17,8,0,0,8,Americas
,Hungary,47.1625,19.5033,2020-03-17,50,1,2,47,Europe
,Iceland,64.9631,-19.0208,2020-03-17,220,1,0,219,Europe
,India,20.593684,78.96288,2020-03-17,142,3,14,125,South-East Asia
,Indonesia,-0.7893,113.9213,2020-03-17,172,5,8,159,South-East Asia
,Iran,32.427908,53.68804599999999,2020-03-17,16169,988,5389,9792,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020-03-17,154,11,32,111,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020-03-17,223,2,5,216,Europe
,Israel,31.046051000000002,34.851612,2020-03-17,250,0,11,239,Europe
,Italy,41.87194,12.56738,2020-03-17,31506,2503,2941,26062,Europe
,Jamaica,18.1096,-77.2975,2020-03-17,12,0,2,10,Americas
,Japan,36.204824,138.252924,2020-03-17,893,30,144,719,Western Pacific
,Jordan,31.24,36.51,2020-03-17,34,0,1,33,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020-03-17,33,0,0,33,Europe
,Kenya,-0.0236,37.9062,2020-03-17,3,0,0,3,Africa
,South Korea,35.90775700000001,127.766922,2020-03-17,8320,81,1407,6832,Western Pacific
,Kuwait,29.311659999999996,47.481766,2020-03-17,130,0,9,121,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,2020-03-17,0,0,0,0,Europe
,Latvia,56.8796,24.6032,2020-03-17,49,0,1,48,Europe
,Lebanon,33.8547,35.8623,2020-03-17,120,3,3,114,Eastern Mediterranean
,Liberia,6.4280550000000005,-9.429499,2020-03-17,1,0,0,1,Africa
,Liechtenstein,47.14,9.55,2020-03-17,7,0,1,6,Europe
,Lithuania,55.1694,23.8813,2020-03-17,25,0,1,24,Europe
,Luxembourg,49.8153,6.1296,2020-03-17,140,1,0,139,Europe
,Madagascar,-18.766947000000002,46.869107,2020-03-17,0,0,0,0,Africa
,Malaysia,4.210483999999999,101.97576600000001,2020-03-17,673,2,49,622,Western Pacific
,Maldives,3.2028,73.2207,2020-03-17,13,0,0,13,South-East Asia
,Malta,35.9375,14.3754,2020-03-17,38,0,2,36,Europe
,Mauritania,21.0079,-10.9408,2020-03-17,1,0,0,1,Africa
,Mauritius,-20.348404000000002,57.552152,2020-03-17,0,0,0,0,Africa
,Mexico,23.6345,-102.5528,2020-03-17,93,0,4,89,Americas
,Moldova,47.4116,28.3699,2020-03-17,30,0,1,29,Europe
,Monaco,43.7333,7.4167,2020-03-17,7,0,0,7,Europe
,Mongolia,46.8625,103.8467,2020-03-17,5,0,0,5,Western Pacific
,Montenegro,42.708678000000006,19.37439,2020-03-17,2,0,0,2,Europe
,Morocco,31.7917,-7.0926,2020-03-17,38,2,1,35,Eastern Mediterranean
,Namibia,-22.9576,18.4904,2020-03-17,2,0,0,2,Africa
,Nepal,28.1667,84.25,2020-03-17,1,0,1,0,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,2020-03-17,3,0,0,3,Europe
Curacao,Netherlands,12.1696,-68.99,2020-03-17,3,0,0,3,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-17,0,0,0,0,Europe
,Netherlands,52.1326,5.2913,2020-03-17,1705,43,0,1662,Europe
,New Zealand,-40.9006,174.886,2020-03-17,12,0,0,12,Western Pacific
,Nicaragua,12.865416,-85.207229,2020-03-17,0,0,0,0,Americas
,Niger,17.607789,8.081666,2020-03-17,0,0,0,0,Africa
,Nigeria,9.082,8.6753,2020-03-17,3,0,0,3,Africa
,North Macedonia,41.6086,21.7453,2020-03-17,26,0,1,25,Europe
,Norway,60.472,8.4689,2020-03-17,1463,3,1,1459,Europe
,Oman,21.512583,55.92325500000001,2020-03-17,24,0,9,15,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020-03-17,299,0,2,297,Eastern Mediterranean
,Panama,8.538,-80.7821,2020-03-17,69,1,0,68,Americas
,Papua New Guinea,-6.314993,143.95555,2020-03-17,0,0,0,0,Western Pacific
,Paraguay,-23.4425,-58.4438,2020-03-17,9,0,0,9,Americas
,Peru,-9.19,-75.0152,2020-03-17,117,0,1,116,Americas
,Philippines,12.879721,121.77401699999999,2020-03-17,187,12,5,170,Western Pacific
,Poland,51.9194,19.1451,2020-03-17,238,5,13,220,Europe
,Portugal,39.3999,-8.2245,2020-03-17,448,1,3,444,Europe
,Qatar,25.3548,51.1839,2020-03-17,439,0,4,435,Eastern Mediterranean
,Romania,45.9432,24.9668,2020-03-17,184,0,16,168,Europe
,Russia,61.52401,105.31875600000001,2020-03-17,114,0,8,106,Europe
,Rwanda,-1.9403,29.8739,2020-03-17,7,0,0,7,Africa
,Saint Lucia,13.9094,-60.9789,2020-03-17,2,0,0,2,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-17,1,0,0,1,Americas
,San Marino,43.9424,12.4578,2020-03-17,109,7,4,98,Europe
,Saudi Arabia,23.885942,45.079162,2020-03-17,171,0,6,165,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2020-03-17,26,0,2,24,Africa
,Serbia,44.0165,21.0059,2020-03-17,65,0,1,64,Europe
,Seychelles,-4.6796,55.492,2020-03-17,4,0,0,4,Africa
,Singapore,1.2833,103.8333,2020-03-17,266,0,114,152,Western Pacific
,Slovakia,48.669,19.699,2020-03-17,72,0,0,72,Europe
,Slovenia,46.1512,14.9955,2020-03-17,275,1,0,274,Europe
,Somalia,5.152149,46.199616,2020-03-17,1,0,0,1,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2020-03-17,62,0,0,62,Africa
,Spain,40.463667,-3.7492199999999998,2020-03-17,11748,533,1028,10187,Europe
,Sri Lanka,7.873054,80.77179699999998,2020-03-17,44,0,1,43,South-East Asia
,Sudan,12.8628,30.2176,2020-03-17,1,1,0,0,Eastern Mediterranean
,Suriname,3.9193,-56.0278,2020-03-17,1,0,0,1,Americas
,Sweden,60.128161,18.643501,2020-03-17,1190,7,0,1183,Europe
,Switzerland,46.8182,8.2275,2020-03-17,2700,27,4,2669,Europe
,Taiwan*,23.7,121.0,2020-03-17,77,1,22,54,Western Pacific
,Tanzania,-6.369028,34.888822,2020-03-17,1,0,0,1,Africa
,Thailand,15.870032,100.992541,2020-03-17,177,1,41,135,South-East Asia
,Togo,8.6195,0.8248,2020-03-17,1,0,0,1,Africa
,Trinidad and Tobago,10.6918,-61.2225,2020-03-17,5,0,0,5,Americas
,Tunisia,33.886917,9.537499,2020-03-17,24,0,0,24,Eastern Mediterranean
,Turkey,38.9637,35.2433,2020-03-17,47,1,0,46,Europe
,Uganda,1.373333,32.290275,2020-03-17,0,0,0,0,Africa
,Ukraine,48.3794,31.1656,2020-03-17,14,2,0,12,Europe
,United Arab Emirates,23.424076,53.847818000000004,2020-03-17,98,0,23,75,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,2020-03-17,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-17,1,1,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-17,6,0,0,6,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-17,3,0,1,2,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-17,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-03-17,0,0,0,0,Europe
,United Kingdom,55.3781,-3.4360000000000004,2020-03-17,4452,81,52,4319,Europe
,Uruguay,-32.5228,-55.7658,2020-03-17,50,0,0,50,Americas
,US,40.0,-100.0,2020-03-17,6141,131,17,5993,Americas
,Uzbekistan,41.377491,64.585262,2020-03-17,10,0,0,10,Europe
,Venezuela,6.4238,-66.5897,2020-03-17,33,0,0,33,Americas
,Vietnam,14.058323999999999,108.277199,2020-03-17,66,0,16,50,Western Pacific
,Zambia,-13.133897,27.849332,2020-03-17,0,0,0,0,Africa
,Zimbabwe,-19.015438,29.154857,2020-03-17,0,0,0,0,Africa
,Dominica,15.415,-61.371,2020-03-17,0,0,0,0,Americas
,Grenada,12.1165,-61.678999999999995,2020-03-17,0,0,0,0,Americas
,Mozambique,-18.665695,35.529562,2020-03-17,0,0,0,0,Africa
,Syria,34.802075,38.99681500000001,2020-03-17,0,0,0,0,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,2020-03-17,0,0,0,0,South-East Asia
,Belize,17.1899,-88.4976,2020-03-17,0,0,0,0,Americas
,Laos,19.856270000000002,102.495496,2020-03-17,0,0,0,0,Western Pacific
,Libya,26.3351,17.228331,2020-03-17,0,0,0,0,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,2020-03-17,39,0,0,39,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,2020-03-17,0,0,0,0,Africa
,Mali,17.570692,-3.996166000000001,2020-03-17,0,0,0,0,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020-03-17,0,0,0,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020-03-17,0,0,0,0,Americas
Yukon,Canada,64.2823,-135.0,2020-03-17,0,0,0,0,Americas
,Kosovo,42.602636,20.902977,2020-03-17,0,0,0,0,Europe
,Burma,21.9162,95.956,2020-03-17,0,0,0,0,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,2020-03-17,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-17,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-17,0,0,0,0,Europe
,Botswana,-22.3285,24.6849,2020-03-17,0,0,0,0,Africa
,Burundi,-3.3731,29.9189,2020-03-17,0,0,0,0,Africa
,Sierra Leone,8.460555000000001,-11.779889,2020-03-17,0,0,0,0,Africa
,Malawi,-13.2543,34.3015,2020-03-17,0,0,0,0,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-03-17,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-03-17,0,0,0,0,Europe
,South Sudan,6.8770000000000024,31.307,2020-03-17,0,0,0,0,Africa
,Western Sahara,24.2155,-12.8858,2020-03-17,0,0,0,0,Africa
,Sao Tome and Principe,0.1864,6.6131,2020-03-17,0,0,0,0,Africa
,Yemen,15.552726999999999,48.516388,2020-03-17,0,0,0,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,2020-03-17,0,0,0,0,Africa
,Tajikistan,38.861,71.2761,2020-03-17,0,0,0,0,Europe
,Lesotho,-29.61,28.2336,2020-03-17,0,0,0,0,Africa
,Afghanistan,33.93911,67.709953,2020-03-18,22,0,1,21,Eastern Mediterranean
,Albania,41.1533,20.1683,2020-03-18,59,2,0,57,Europe
,Algeria,28.0339,1.6596,2020-03-18,74,7,12,55,Africa
,Andorra,42.5063,1.5218,2020-03-18,39,0,1,38,Europe
,Angola,-11.2027,17.8739,2020-03-18,0,0,0,0,Africa
,Antigua and Barbuda,17.0608,-61.7964,2020-03-18,1,0,0,1,Americas
,Argentina,-38.4161,-63.6167,2020-03-18,79,2,3,74,Americas
,Armenia,40.0691,45.0382,2020-03-18,84,0,1,83,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-18,3,0,0,3,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-03-18,267,5,4,258,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-03-18,1,0,0,1,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-03-18,94,0,8,86,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-03-18,37,0,3,34,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-03-18,10,0,0,10,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-03-18,121,0,8,113,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-03-18,35,1,0,34,Western Pacific
,Austria,47.5162,14.5501,2020-03-18,1646,4,9,1633,Europe
,Azerbaijan,40.1431,47.5769,2020-03-18,28,1,6,21,Europe
,Bahamas,25.025885,-78.035889,2020-03-18,1,0,0,1,Americas
,Bahrain,26.0275,50.55,2020-03-18,256,1,88,167,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020-03-18,14,1,3,10,South-East Asia
,Barbados,13.1939,-59.5432,2020-03-18,2,0,0,2,Americas
,Belarus,53.7098,27.9534,2020-03-18,51,0,5,46,Europe
,Belgium,50.8333,4.469936,2020-03-18,1486,14,31,1441,Europe
,Benin,9.3077,2.3158,2020-03-18,2,0,0,2,Africa
,Bhutan,27.5142,90.4336,2020-03-18,1,0,0,1,South-East Asia
,Bolivia,-16.2902,-63.5887,2020-03-18,12,0,0,12,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020-03-18,38,0,2,36,Europe
,Brazil,-14.235,-51.9253,2020-03-18,372,3,2,367,Americas
,Brunei,4.5353,114.7277,2020-03-18,68,0,0,68,Western Pacific
,Bulgaria,42.7339,25.4858,2020-03-18,92,2,0,90,Europe
,Burkina Faso,12.2383,-1.5616,2020-03-18,20,1,0,19,Africa
,Cabo Verde,16.5388,-23.0418,2020-03-18,0,0,0,0,Africa
,Cambodia,11.55,104.9167,2020-03-18,35,0,1,34,Western Pacific
,Cameroon,3.8480000000000003,11.5021,2020-03-18,10,0,0,10,Africa
Alberta,Canada,53.9333,-116.5765,2020-03-18,97,0,0,97,Americas
British Columbia,Canada,53.7267,-127.6476,2020-03-18,186,7,0,179,Americas
Manitoba,Canada,53.7609,-98.8139,2020-03-18,15,0,0,15,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-03-18,11,0,0,11,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-18,3,0,0,3,Americas
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-03-18,12,0,0,12,Americas
Ontario,Canada,51.2538,-85.3232,2020-03-18,221,1,0,220,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-03-18,1,0,0,1,Americas
Quebec,Canada,52.9399,-73.5491,2020-03-18,94,0,0,94,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-03-18,8,0,0,8,Americas
,Central African Republic,6.6111,20.9394,2020-03-18,1,0,0,1,Africa
,Chad,15.4542,18.7322,2020-03-18,0,0,0,0,Africa
,Chile,-35.6751,-71.543,2020-03-18,265,0,0,265,Americas
Anhui,China,31.8257,117.2264,2020-03-18,990,6,984,0,Western Pacific
Beijing,China,40.1824,116.4142,2020-03-18,469,8,378,83,Western Pacific
Chongqing,China,30.0572,107.874,2020-03-18,576,6,570,0,Western Pacific
Fujian,China,26.0789,117.9874,2020-03-18,296,1,295,0,Western Pacific
Gansu,China,35.7518,104.2861,2020-03-18,133,2,91,40,Western Pacific
Guangdong,China,23.3417,113.4244,2020-03-18,1370,8,1313,49,Western Pacific
Guangxi,China,23.8298,108.7881,2020-03-18,253,2,250,1,Western Pacific
Guizhou,China,26.8154,106.8748,2020-03-18,146,2,144,0,Western Pacific
Hainan,China,19.1959,109.7453,2020-03-18,168,6,161,1,Western Pacific
Hebei,China,39.549,116.1306,2020-03-18,318,6,0,312,Western Pacific
Heilongjiang,China,47.861999999999995,127.7615,2020-03-18,482,13,459,10,Western Pacific
Henan,China,37.8957,114.9042,2020-03-18,1273,22,0,1251,Western Pacific
Hong Kong,China,22.3,114.2,2020-03-18,181,4,92,85,Western Pacific
Hubei,China,30.9756,112.2707,2020-03-18,67800,3122,56927,7751,Western Pacific
Hunan,China,27.6104,111.7088,2020-03-18,1018,4,1014,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-03-18,75,1,73,1,Western Pacific
Jiangsu,China,32.9711,119.455,2020-03-18,631,0,631,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020-03-18,935,1,934,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-03-18,93,1,92,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020-03-18,125,1,122,2,Western Pacific
Macau,China,22.1667,113.55,2020-03-18,15,0,10,5,Western Pacific
Ningxia,China,37.2692,106.1655,2020-03-18,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-03-18,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-03-18,246,3,237,6,Western Pacific
Shandong,China,36.3427,118.1498,2020-03-18,761,7,746,8,Western Pacific
Shanghai,China,31.201999999999998,121.4491,2020-03-18,361,3,326,32,Western Pacific
Shanxi,China,37.5777,112.2922,2020-03-18,133,0,133,0,Western Pacific
Sichuan,China,30.6171,102.7103,2020-03-18,540,3,525,12,Western Pacific
Tianjin,China,39.3054,117.323,2020-03-18,136,3,133,0,Western Pacific
Tibet,China,31.6927,88.0924,2020-03-18,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-03-18,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.48700000000001,2020-03-18,176,2,172,2,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-03-18,1232,1,1216,15,Western Pacific
,Colombia,4.5709,-74.2973,2020-03-18,102,0,1,101,Americas
,Congo (Brazzaville),-0.228,15.8277,2020-03-18,1,0,0,1,Africa
,Congo (Kinshasa),-4.0383,21.7587,2020-03-18,4,0,0,4,Africa
,Costa Rica,9.7489,-83.7534,2020-03-18,50,0,0,50,Americas
,Cote d'Ivoire,7.54,-5.5471,2020-03-18,6,0,1,5,Africa
,Croatia,45.1,15.2,2020-03-18,81,0,4,77,Europe
,Cuba,21.521757,-77.78116700000002,2020-03-18,7,1,0,6,Americas
,Cyprus,35.1264,33.4299,2020-03-18,49,0,0,49,Europe
,Czechia,49.8175,15.472999999999999,2020-03-18,464,0,3,461,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-18,58,0,0,58,Europe
Greenland,Greenland,71.7069,-42.6043,2020-03-18,1,0,0,1,Europe
,Denmark,56.2639,9.5018,2020-03-18,1057,4,1,1052,Europe
,Djibouti,11.8251,42.5903,2020-03-18,1,0,0,1,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2020-03-18,21,1,0,20,Americas
,Ecuador,-1.8312,-78.1834,2020-03-18,111,2,0,109,Americas
,Egypt,26.820553000000004,30.802497999999996,2020-03-18,196,6,32,158,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020-03-18,0,0,0,0,Americas
,Equatorial Guinea,1.6508,10.2679,2020-03-18,4,0,0,4,Africa
,Eritrea,15.1794,39.7823,2020-03-18,0,0,0,0,Africa
,Estonia,58.5953,25.0136,2020-03-18,258,0,1,257,Europe
,Eswatini,-26.5225,31.4659,2020-03-18,1,0,0,1,Africa
